58,2,69,76,76,17,30,80,89,33,56,39,84,32,6,54,57,3,51,3,63,88,73,47,21,19,11,71,23,14,48,62,31,55,98,73,40,91,74,19,61,0,53,59,79,21,94,19,88,65,7,41,38,89,42,90,15,66,85,22,29,86,12,43,38,9,36,92,46,83,47,7,49,34,33,85,79,0,93,45,4,90,59,65,58,19,63,11,17,66,82,80,76,10,59,34,61,12,76,26,86,47,38,90,60,45,36,14,86,16,48,37,90,46,21,34,58,2,21,60,19,35,79,7,98,64,37,16,19,20,1,55,67,81,51,89,22,34,35,51,77,95,6,54,8,13,41,65,9,26,30,82,76,79,51,2,77,5,64,38,19,47,51,71,79,61,63,89,95,26,76,74,95,33,0,77,44,56,65,34,82,69,38,72,90,44,98,28,66,61,79,21,6,67,12,57,93,64,62,42,61,91,84,68,10,76,69,69,31,30,58,58,69,94,0,99,15,34,99,46,57,53,9,30,99,5,50,0,20,26,95,19,82,17,22,56,13,39,51,29,70,10,24,44,77,64,54,30,60,67,10,54,82,8,63,61,95,38,25,4,18,25,91,93,18,6,30,22,39,0,26,21,64,74,93,55,78,65,55,1,83,50,21,24,72,87,93,93,26,12,29,51,94,14,96,57,54,19,63,13,89,42,94,11,30,15,35,97,93,39,99,35,5,83,53,30,97,75,2,43,56,57,1,82,91,74,23,29,17,52,28,27,45,64,86,3,89,36,73,25,14,7,1,31,81,84,82,32,59,7,33,74,8,23,76,50,38,7,7,70,70,67,6,69,70,58,92,31,53,78,98,98,63,1,60,82,99,38,68,33,54,75,8,34,65,8,7,19,95,44,99,57,25,6,99,25,75,34,88,1,8,81,39,14,66,53,4,64,67,5,93,57,2,54,13,72,52,11,31,56,24,87,9,67,35,70,76,97,1,99,85,98,53,99,10,76,29,40,87,29,41,44,99,85,37,28,2,0,88,57,30,20,16,38,98,78,31,20,29,61,85,20,70,21,21,20,2,37,51,40,35,23,84,49,85,44,63,35,63,12,58,71,25,83,63,51,33,73,16,81,90,99,53,16,90,96,48,35,53,48
62,20,92,37,32,65,81,43,76,36,1,7,49,12,99,91,31,72,36,49,67,18,92,88,31,56,81,69,27,77,10,60,8,5,13,20,44,58,37,28,50,65,20,96,13,97,44,78,96,65,3,0,28,64,51,0,15,4,73,92,40,42,19,63,56,18,75,34,5,21,53,0,7,2,45,28,8,88,36,1,71,72,82,36,71,94,52,60,21,95,90,74,86,36,5,84,62,64,73,22,32,10,26,59,88,82,24,43,52,35,66,50,34,54,16,58,85,26,33,62,96,76,94,63,51,18,87,32,39,38,66,34,3,13,78,67,64,80,0,60,1,36,0,25,34,77,69,66,33,18,66,77,52,35,44,6,12,2,45,43,77,59,27,37,16,73,59,54,42,59,98,37,77,96,30,9,38,10,77,83,54,17,44,78,51,75,14,31,68,54,0,93,56,71,20,85,73,60,31,64,1,81,81,67,52,4,14,24,11,20,57,49,26,97,46,40,39,18,18,26,79,0,91,75,27,23,91,32,53,79,38,59,45,91,89,35,4,18,64,75,22,40,6,60,69,5,14,67,3,12,3,89,86,43,29,87,12,95,39,79,1,10,11,48,32,51,68,86,33,97,42,43,43,69,16,32,98,90,35,10,53,58,66,92,15,48,13,65,87,90,4,86,91,84,20,8,88,25,35,39,21,30,62,95,39,51,12,76,14,81,64,43,98,14,57,66,10,54,71,71,64,9,97,63,3,98,93,40,25,30,91,94,65,82,57,9,89,57,94,48,68,2,0,73,4,47,70,17,42,61,84,83,23,34,54,91,69,17,62,17,79,52,61,8,97,59,52,44,47,44,30,45,30,74,47,0,26,31,54,1,64,44,26,76,43,58,51,66,7,29,12,40,77,27,82,15,53,41,48,38,79,88,77,53,49,16,75,1,96,25,24,39,70,31,97,27,58,37,25,78,33,55,37,17,96,47,6,67,14,26,47,68,92,52,43,50,88,63,77,50,41,53,43,28,44,38,11,53,6,97,56,0,24,64,4,88,46,1,85,44,28,96,70,36,1,90,4,67,76,12,68,95,71,47,58,90,88,63,42,28,45,45,37,81,89,94,20,69,35,42,50,48,19,25,94,30,61,25,61,80
72,56,23,55,37,26,21,77,27,17,33,44,22,6,30,20,83,2,76,19,23,70,15,48,4,22,68,9,94,93,92,21,0,72,65,0,51,86,22,60,39,69,21,15,62,85,99,50,19,49,39,35,93,72,13,63,39,19,1,41,54,49,4,12,71,71,54,28,49,28,8,71,13,71,38,52,80,33,42,43,99,36,99,51,4,60,66,36,1,55,79,65,69,5,3,83,13,99,66,7,95,12,37,53,43,40,16,28,20,6,64,82,21,51,63,57,39,20,88,35,13,55,33,22,84,4,98,88,54,36,7,43,50,83,12,77,39,93,4,42,17,59,30,97,87,67,98,40,79,36,21,46,33,19,2,36,24,70,75,67,58,42,28,71,32,88,46,50,11,29,26,69,89,66,33,57,67,68,6,0,55,99,84,8,22,59,54,4,68,73,93,0,25,75,64,99,26,69,23,61,42,15,16,30,7,39,35,96,27,18,19,4,73,57,1,58,17,78,36,72,82,83,72,63,47,77,62,17,99,19,91,22,76,26,75,0,64,11,14,4,73,15,50,40,89,72,4,56,80,24,78,70,42,67,85,59,33,79,41,9,71,45,29,67,55,38,83,6,18,8,67,85,89,34,41,17,20,39,7,66,86,72,56,29,56,10,89,1,68,79,6,47,19,14,14,9,62,20,48,67,3,87,54,72,62,28,52,33,45,72,39,51,14,3,30,45,41,81,15,49,83,40,94,1,25,27,56,79,6,16,59,13,3,77,99,38,63,57,31,82,12,29,26,87,42,57,89,17,52,62,53,74,35,34,8,57,21,99,35,20,90,46,88,61,89,24,2,68,90,86,67,2,57,72,92,57,79,67,68,47,17,21,45,76,93,29,37,29,71,42,51,19,11,82,44,38,8,9,33,18,62,9,27,84,61,91,48,80,85,96,19,28,39,62,77,76,3,58,18,63,5,54,85,81,89,99,56,77,60,18,77,96,43,37,44,85,34,15,29,12,2,0,50,98,93,84,72,83,79,40,9,84,71,20,47,71,23,68,45,72,25,41,74,91,22,30,97,52,78,12,94,98,10,54,27,79,33,98,98,41,20,68,22,59,18,94,42,32,83,14,45,77,91,42,57,72,28,76,27,55
87,12,10,54,81,58,0,67,56,95,15,63,3,0,69,88,72,94,95,86,62,42,31,46,1,37,55,79,95,23,5,21,15,14,77,18,36,47,81,58,58,45,36,43,84,47,76,90,61,6,16,67,50,87,16,94,85,99,13,6,14,65,0,48,96,78,6,83,27,16,46,89,75,87,48,31,80,40,37,18,18,52,13,91,50,75,26,7,89,76,6,50,77,64,29,77,51,6,22,67,69,42,90,23,80,24,24,28,71,10,61,94,96,85,33,91,53,13,60,7,67,80,18,71,62,5,17,37,58,99,29,29,85,72,2,57,24,22,35,17,56,71,3,47,33,63,8,4,65,97,99,60,70,7,78,7,98,93,0,20,93,72,82,78,0,77,74,23,0,86,46,44,86,19,61,66,49,10,22,69,8,87,81,34,49,73,77,97,78,63,11,8,22,47,60,14,30,90,69,53,88,49,48,97,51,87,73,87,51,7,53,76,14,54,24,87,12,60,40,54,56,81,87,51,71,1,34,90,25,95,98,76,94,88,75,77,38,37,33,22,10,72,30,7,61,99,67,72,76,61,90,18,29,41,3,42,43,89,53,34,44,78,55,75,5,61,55,83,22,67,32,41,59,61,1,29,13,25,8,91,56,47,67,70,44,37,92,96,29,69,40,4,98,44,32,54,73,48,65,46,36,31,20,90,65,95,82,21,7,40,85,1,40,88,22,7,32,82,37,5,92,47,15,64,32,57,56,60,99,39,41,37,20,47,67,67,22,54,63,34,45,76,46,97,40,69,19,16,64,28,9,76,33,21,16,0,71,48,27,55,89,83,53,83,6,49,93,59,41,43,49,80,84,50,74,44,18,63,23,30,44,46,49,84,48,34,9,57,90,20,39,63,38,9,60,13,69,0,75,16,0,55,36,93,96,52,25,38,38,98,83,52,64,60,3,7,88,23,13,27,30,50,56,9,52,49,63,15,28,75,36,96,67,81,5,84,5,8,47,92,73,2,93,14,93,77,6,38,64,74,69,85,17,48,60,19,82,34,93,19,58,72,32,48,82,50,90,10,79,22,10,25,83,76,92,41,54,89,30,51,94,44,14,85,48,7,0,57,67,93,83,15,62,37,81,44,90,10,86,52
28,28,66,36,74,64,67,14,81,26,23,86,92,54,51,52,17,63,13,38,25,9,66,14,94,25,64,54,27,97,77,56,98,91,29,17,95,38,26,56,86,86,1,97,21,54,7,43,4,15,6,47,70,72,29,82,57,12,17,20,73,89,80,21,99,70,93,45,99,88,67,80,94,25,37,82,74,48,14,91,91,37,55,10,16,99,12,49,21,72,78,84,60,54,2,91,95,19,95,54,48,33,12,82,19,33,95,69,21,37,34,65,3,85,77,38,22,83,23,47,41,47,58,16,34,91,70,58,25,67,99,5,7,92,16,28,48,1,21,0,75,55,90,12,33,80,9,3,13,15,42,28,87,85,72,61,18,50,1,35,99,18,57,84,93,46,40,62,99,9,26,15,52,30,41,97,81,10,24,74,82,55,3,70,54,10,13,89,15,18,60,26,47,43,29,30,92,22,45,63,16,89,75,11,82,70,80,27,8,60,30,42,66,77,77,37,13,71,49,1,16,15,35,63,39,75,87,90,98,16,90,15,50,87,2,64,80,1,45,81,69,77,42,71,1,19,62,56,57,82,50,36,65,31,86,0,38,66,35,66,78,36,73,96,10,99,79,21,51,0,98,81,63,22,33,6,3,97,23,43,27,60,24,31,4,15,93,4,20,15,82,61,65,60,0,3,28,19,3,44,20,17,47,57,62,61,13,21,38,34,63,27,5,26,15,17,19,16,37,47,46,65,7,83,99,68,68,4,56,54,29,68,98,80,4,98,25,68,21,14,13,63,71,51,28,92,77,24,14,80,45,28,39,75,38,44,44,80,88,37,94,15,20,14,19,91,80,13,93,75,89,75,89,13,37,54,44,99,41,41,48,89,53,59,74,55,88,95,14,2,5,54,71,47,64,77,88,8,29,0,54,28,5,42,61,57,32,13,83,67,77,28,19,45,91,4,42,11,86,0,6,40,83,46,49,60,22,39,27,29,36,40,9,10,59,82,66,38,93,73,70,25,28,68,72,0,72,23,37,94,32,89,4,78,22,99,13,36,47,6,66,72,8,57,16,83,22,97,91,85,96,26,12,10,15,2,45,59,30,8,35,65,65,48,2,43,28,4,36,38,52,90,65,22,34,0,43,29,15,17
43,73,85,42,23,40,8,4,42,94,59,93,57,86,9,64,43,98,23,61,79,79,11,3,32,74,68,83,11,0,39,22,71,18,10,81,67,62,8,28,76,12,10,82,35,46,67,26,39,95,81,97,97,63,97,20,24,73,61,54,63,6,53,13,70,84,63,81,21,25,38,71,37,72,78,99,27,74,90,31,42,80,87,26,17,41,62,84,82,64,58,7,94,45,78,7,54,77,68,98,3,97,31,45,22,54,69,74,25,90,31,56,90,72,60,70,86,98,67,54,54,77,9,48,1,76,53,90,44,32,90,48,66,78,48,62,93,60,1,63,46,22,77,78,53,57,71,55,29,26,11,39,12,41,45,30,71,71,81,45,3,20,89,16,2,8,67,74,1,57,57,87,91,53,67,44,70,85,16,7,40,60,73,16,4,12,84,38,51,33,6,74,40,74,42,37,1,47,14,35,77,95,74,46,95,63,90,8,90,22,25,16,94,9,88,52,92,35,58,9,27,50,70,84,13,1,15,26,51,96,24,43,6,23,26,30,8,91,12,54,19,30,93,34,16,88,93,55,28,43,96,0,16,49,29,30,99,44,36,48,45,91,53,99,18,62,34,76,78,98,22,70,33,39,83,21,58,90,94,57,59,72,46,98,97,59,75,71,25,85,49,11,16,67,31,44,96,65,56,30,22,70,55,71,84,32,44,31,64,53,71,86,24,76,5,73,44,12,14,57,43,49,24,41,76,71,24,18,15,7,73,83,41,23,49,79,52,59,13,16,98,83,46,9,34,22,94,20,14,48,7,38,85,47,70,55,8,72,2,92,61,91,1,14,45,38,68,11,84,42,14,60,33,68,39,57,91,1,70,81,16,7,3,32,90,53,43,45,13,25,10,46,20,5,84,80,31,51,5,83,62,22,36,51,68,61,33,56,59,56,81,24,21,27,12,85,69,51,77,2,34,0,67,19,37,5,31,47,11,54,67,25,88,33,94,7,31,98,20,62,14,84,52,28,73,95,87,70,71,48,63,17,52,66,78,86,36,50,84,4,26,89,24,36,43,71,51,74,80,89,22,54,13,66,29,32,5,79,6,96,76,89,1,43,54,40,16,41,50,84,67,28,38,59,90,72,89,52,87,9
30,47,38,74,70,31,8,66,11,62,93,98,75,54,86,45,23,65,71,54,68,34,34,31,95,79,80,43,99,2,58,0,80,76,78,64,26,94,31,48,80,67,75,16,77,22,66,3,31,22,13,85,52,2,62,81,92,83,21,67,83,45,20,94,81,75,78,59,38,14,54,40,0,70,11,95,96,91,67,24,0,10,24,32,40,80,85,30,3,84,40,0,40,29,27,27,11,15,49,41,72,78,63,23,16,69,58,32,53,96,11,55,84,49,93,30,53,95,53,89,42,64,86,16,44,30,26,87,4,39,15,94,73,13,79,67,11,86,42,30,96,58,44,8,77,78,11,28,56,63,64,73,66,59,35,90,10,85,22,92,1,53,83,13,3,40,45,52,64,63,67,1,79,83,36,18,23,45,91,90,10,77,74,82,39,57,11,35,87,96,32,7,69,17,85,61,75,36,30,25,84,39,45,82,88,0,52,10,99,49,86,79,2,98,55,20,1,62,90,78,58,29,9,30,77,51,66,97,12,91,70,52,67,81,78,89,12,48,10,62,58,83,56,55,81,87,64,8,75,37,39,74,80,88,84,6,75,57,52,70,5,94,47,12,89,17,62,38,69,46,12,34,5,14,50,61,72,71,58,56,53,4,14,54,65,31,17,76,64,30,1,13,62,4,94,57,43,73,47,43,3,71,85,38,8,51,21,0,32,30,79,36,44,33,2,48,0,68,64,18,72,80,80,56,64,20,21,59,77,5,40,93,87,67,49,89,77,87,92,62,50,70,91,96,82,83,5,59,15,90,93,4,52,74,21,38,1,34,44,56,72,7,51,16,33,27,91,28,66,86,73,90,67,50,26,73,5,15,4,93,60,43,64,42,92,91,32,67,43,48,40,80,87,25,83,76,3,67,81,20,82,68,11,13,56,46,71,32,83,97,55,17,19,51,98,72,76,26,1,68,7,25,66,15,57,98,95,76,0,40,34,13,82,49,83,59,12,38,33,45,67,34,43,88,7,16,57,48,18,65,79,13,42,81,8,95,18,94,74,11,27,42,18,34,71,68,13,62,59,98,28,63,65,17,78,86,96,72,62,41,32,77,36,75,23,75,12,41,81,21,71,30,96,53,32,41,68,29,62,79
16,59,27,23,83,79,54,27,67,47,35,58,73,11,36,27,82,88,39,59,84,39,10,74,84,58,60,31,53,39,62,53,81,16,23,66,86,46,39,84,37,47,71,20,32,25,61,36,22,99,9,44,83,51,7,33,86,70,44,30,48,89,28,29,82,33,97,13,0,80,39,22,25,55,93,27,50,2,68,13,93,91,69,30,0,55,51,32,88,69,89,41,99,32,8,71,19,60,51,39,62,42,76,28,47,86,3,62,95,69,46,52,77,58,27,51,29,11,49,2,15,34,11,13,22,86,50,52,56,93,61,76,48,34,44,22,97,21,73,10,11,33,96,46,99,44,26,22,2,92,89,51,88,18,88,63,28,50,33,95,85,86,52,1,83,4,32,98,0,9,31,46,51,14,11,58,87,5,77,71,99,60,38,55,72,62,70,24,92,50,17,10,55,15,9,44,86,93,97,63,51,77,94,76,34,32,36,30,6,51,42,33,27,90,93,98,57,7,69,71,24,73,30,62,6,30,83,0,9,94,25,52,82,72,27,24,39,68,44,89,17,78,23,32,48,42,19,74,20,95,21,96,50,96,22,44,94,54,55,44,41,31,95,8,2,76,16,54,25,42,48,30,6,64,15,97,15,34,62,32,94,56,62,58,90,93,31,95,43,74,27,46,63,75,9,72,54,41,0,28,80,66,48,31,11,87,27,35,34,89,73,37,76,79,86,13,21,73,1,60,7,56,21,61,60,14,55,19,92,1,87,12,77,35,12,85,45,90,7,98,72,10,19,47,41,3,35,27,72,67,19,46,89,98,71,85,69,90,51,38,78,9,65,16,10,74,14,74,15,33,47,70,24,23,56,54,56,39,31,7,96,80,54,47,73,90,34,7,59,2,67,48,13,38,47,28,62,53,94,93,33,66,10,63,7,30,36,65,38,62,62,23,73,39,50,52,30,91,4,41,17,17,23,34,63,87,44,87,11,8,59,37,63,29,50,72,43,76,35,75,24,66,83,53,85,97,31,65,95,6,4,23,61,83,51,69,39,21,80,43,66,73,89,71,85,75,55,20,55,76,42,98,9,25,16,23,49,72,33,55,29,54,62,94,22,67,29,81,6,86,26,21,10,3,19,56,94,55,84,99
90,44,48,77,22,19,59,39,60,13,23,46,5,0,72,68,26,10,93,43,85,31,97,7,93,41,43,93,62,6,67,22,78,15,1,89,61,3,10,39,20,20,42,47,13,84,23,47,87,80,11,58,14,87,96,63,53,52,94,21,30,27,13,63,74,93,49,53,34,59,86,75,56,42,68,29,82,47,98,6,91,79,33,70,0,33,45,27,21,16,15,39,76,33,70,48,66,56,23,39,71,73,22,89,43,79,31,65,40,6,17,96,88,25,54,66,63,67,38,94,59,64,8,53,3,43,50,52,39,19,99,44,34,95,91,37,21,4,0,75,59,38,36,10,56,35,49,8,87,4,99,62,14,46,24,90,77,62,66,89,35,2,70,51,23,65,97,6,38,5,70,11,85,42,15,68,66,75,64,12,43,88,57,23,39,32,63,78,94,78,39,16,83,90,65,65,28,2,21,82,71,26,39,85,32,49,72,49,27,79,44,57,70,71,18,96,29,8,49,30,6,27,87,36,10,9,15,56,22,15,63,83,6,61,41,20,33,16,9,41,80,82,14,4,34,96,86,46,40,96,31,52,73,50,67,51,84,59,27,15,11,98,84,41,58,86,32,46,38,35,54,39,7,11,10,45,94,65,57,18,22,45,29,3,77,88,58,22,28,87,32,14,16,84,78,70,23,59,72,96,36,79,59,90,46,4,33,55,67,75,36,48,16,48,74,40,39,33,85,34,3,18,40,21,97,39,60,45,12,68,77,82,64,42,61,73,53,4,39,46,78,76,29,38,89,53,42,55,24,43,35,6,5,61,64,79,38,87,92,42,73,13,29,35,99,6,85,45,32,60,40,28,58,54,67,42,51,66,60,90,28,7,83,18,9,36,80,18,25,51,76,79,86,21,97,5,23,69,20,15,96,9,23,75,16,53,18,21,57,35,31,10,41,95,89,8,83,44,27,92,24,70,65,99,34,74,35,0,45,99,99,77,89,18,71,50,49,57,81,94,20,88,31,38,45,78,26,18,87,44,87,62,77,76,86,15,58,84,89,44,18,76,51,29,82,80,31,8,12,4,7,74,58,10,44,13,85,4,85,36,86,81,80,23,95,94,16,59,43,2,4,44,22,14,53,96,45,59,51,68
86,14,67,57,83,10,47,86,79,24,34,72,67,9,17,4,15,11,75,25,10,88,40,51,38,24,99,44,38,88,53,58,61,72,48,76,1,26,79,25,13,63,47,57,60,96,33,80,46,18,98,13,24,33,33,73,7,43,57,93,60,28,54,55,79,87,98,76,64,15,54,67,19,91,11,7,60,47,0,74,40,14,67,11,86,43,69,31,41,70,48,80,76,16,6,7,49,89,42,41,3,83,65,58,13,38,41,71,1,39,89,7,22,64,17,76,1,48,49,69,8,59,33,67,85,77,9,49,35,98,68,42,20,9,17,75,82,13,34,61,1,74,19,36,87,77,29,65,83,97,28,17,88,68,1,76,69,12,20,28,28,99,28,85,22,68,57,30,37,40,85,97,28,58,18,49,5,39,5,14,27,39,89,84,33,88,12,80,60,20,11,12,7,84,81,70,19,32,55,81,47,91,38,50,51,57,14,77,41,30,59,4,89,87,57,22,94,18,26,67,19,92,22,11,87,11,99,88,67,76,67,28,75,74,51,6,23,52,13,87,67,85,84,60,85,41,7,35,41,13,68,56,26,14,24,46,6,50,42,96,42,31,20,89,20,72,86,47,88,77,66,52,86,65,98,79,56,46,32,86,69,72,87,8,2,26,84,58,30,88,11,8,90,10,80,51,88,80,85,68,1,11,73,15,31,22,40,52,93,76,33,12,80,98,41,20,77,78,53,87,88,24,21,41,85,56,41,0,53,1,4,89,56,21,59,1,33,73,52,47,62,20,64,36,5,53,77,86,61,90,10,86,46,25,26,10,64,87,17,69,90,85,83,77,97,4,5,8,70,48,22,75,73,63,52,96,61,6,66,34,95,41,99,33,39,64,13,65,75,59,39,5,53,18,6,75,80,41,21,13,8,28,73,74,16,40,23,29,45,47,85,40,37,66,44,89,17,86,4,28,40,85,69,32,77,84,63,37,67,71,41,37,36,28,63,1,62,42,80,16,90,32,85,18,65,13,20,5,14,81,3,55,6,86,86,80,69,73,73,85,0,41,63,43,46,83,56,42,47,52,86,94,47,59,70,43,53,6,28,53,53,97,36,3,87,81,97,61,11,95,40,79,24,71,21,44,71,58,4,75
